room_id,hotel_id,room_type,availability,price_per_night
673,4,Suite,No,217.495656
674,4,Suite,No,188.7187835
675,4,Suite,Yes,383.593033
676,4,Double,No,428.8433277
677,4,Suite,No,384.4985485
678,4,Double,Yes,284.6758403
679,4,Double,Yes,129.0188262
680,4,Double,Yes,74.55082249
681,4,Suite,Yes,218.0431134
682,4,Suite,No,219.2045326
683,4,Suite,Yes,123.5231892
684,4,Single,No,197.8515642
685,4,Single,Yes,321.9212301
686,4,Single,Yes,156.5573421
687,4,Double,No,126.4599728
688,4,Single,Yes,331.828466
689,4,Double,No,392.6829431
690,4,Double,Yes,129.4436242
691,4,Single,No,167.8109686
692,4,Suite,No,410.1104538
693,4,Suite,No,284.7356922
694,4,Suite,Yes,394.2400694
695,4,Suite,No,123.184005
696,4,Single,No,53.27083037
697,4,Double,Yes,149.5487343
698,4,Double,No,286.5480616
699,4,Suite,Yes,178.8187453
700,4,Double,Yes,197.440018
701,4,Single,Yes,336.9987488
702,4,Suite,No,102.9905557
703,4,Double,Yes,392.2745665
704,4,Single,Yes,305.3542386
705,4,Single,No,365.6048695
706,4,Suite,Yes,69.9070998
707,4,Double,Yes,226.725927
708,4,Suite,No,234.5190499
709,4,Double,Yes,415.7770518
710,4,Suite,No,154.2898851
711,4,Single,No,100.2147527
712,4,Double,No,305.1246785
713,4,Suite,Yes,307.673054
714,4,Suite,Yes,127.3779012
715,4,Double,No,73.67443057
716,4,Double,Yes,58.09479544
717,4,Double,No,175.965256
718,4,Suite,No,294.3411602
719,4,Single,Yes,315.5708117
720,4,Suite,Yes,419.8650999
721,4,Single,Yes,233.3612662
722,4,Single,Yes,294.9160117
723,4,Double,Yes,338.2645914
724,4,Suite,No,357.4568539
725,4,Double,Yes,246.1654004
726,4,Double,Yes,456.5157361
727,4,Single,Yes,447.3725246
728,4,Single,Yes,185.2575267
729,4,Double,No,165.8452261
730,4,Suite,No,477.1498435
731,4,Double,No,394.3896654
732,4,Double,Yes,387.2379833
733,4,Double,No,138.9371907
734,4,Single,No,409.4035927
735,4,Suite,Yes,267.3609398
736,4,Single,No,265.9894575
737,4,Suite,No,436.2490377
738,4,Double,Yes,248.7470729
739,4,Double,No,248.8966208
740,4,Suite,No,236.1002786
741,4,Suite,Yes,346.527459
742,4,Double,No,390.499529
743,4,Double,No,325.0654875
744,4,Suite,Yes,293.5217714
745,4,Double,No,204.9657758
746,4,Single,No,286.5672913
747,4,Single,Yes,463.2674626
748,4,Suite,Yes,159.2525939
749,4,Double,Yes,374.7391028
750,4,Double,No,457.1269856
751,4,Double,Yes,339.1488019
752,4,Single,No,431.1815826
753,4,Suite,Yes,136.1163843
754,4,Single,Yes,162.3171897
755,4,Suite,Yes,284.7934516
756,4,Single,No,365.5106718
757,4,Single,Yes,222.952893
758,4,Double,No,334.4941751
759,4,Suite,No,424.1691876
760,4,Suite,No,469.0185415
761,4,Suite,Yes,284.5196579
762,4,Double,No,165.8288781
763,4,Suite,Yes,224.79206
764,4,Suite,No,453.4499743
765,4,Double,No,356.7051782
766,4,Double,Yes,232.2849315
767,4,Suite,Yes,262.3247991
768,4,Suite,Yes,484.5566225
769,4,Single,Yes,361.903789
770,4,Single,Yes,496.1012711
771,4,Single,No,424.1580624
772,4,Single,Yes,326.1794199
773,4,Single,No,78.11827659
774,4,Single,Yes,401.3638166
775,4,Double,Yes,121.9377718
776,4,Double,No,292.5789679
777,4,Suite,Yes,61.16704169
778,4,Suite,Yes,126.8163522
779,4,Double,Yes,133.1169405
780,4,Single,Yes,52.46004926
781,4,Single,No,147.7812362
782,4,Double,No,313.5046995
783,4,Double,No,132.3218113
784,4,Single,No,364.9304575
785,4,Suite,Yes,471.1657759
786,4,Single,No,472.1930995
787,4,Double,Yes,364.398828
788,4,Single,No,341.1699219
789,4,Double,Yes,104.9950825
790,4,Single,No,382.742468
791,4,Single,No,359.8779329
792,4,Double,No,98.53019524
793,4,Double,No,488.7801216
794,4,Double,No,65.8628663
795,4,Suite,No,227.0625657
796,4,Double,No,411.6098933
797,4,Suite,Yes,237.3361776
798,4,Suite,No,283.9799249
799,4,Single,No,227.3814954
800,4,Single,Yes,425.4979305
801,4,Double,No,87.72740766
802,4,Double,Yes,461.4292212
803,4,Suite,Yes,289.1789099
804,4,Single,Yes,380.2057381
805,4,Suite,Yes,206.3051624
806,4,Suite,No,315.1660082
807,4,Single,No,132.1655161
808,4,Single,No,381.6053729
809,4,Double,No,151.2836008
810,4,Suite,Yes,290.9864198
811,4,Double,No,212.047234
812,4,Single,Yes,248.7852079
813,4,Single,No,228.6245232
814,4,Double,No,415.9483485
815,4,Suite,Yes,417.5255342
816,4,Suite,No,350.5578438
817,4,Double,No,237.567963
818,4,Double,Yes,227.2986918
819,4,Suite,No,105.7062445
820,4,Single,Yes,301.5337836
821,4,Suite,Yes,247.2834117
822,4,Single,Yes,189.6383646
823,4,Double,No,297.6996673
824,4,Suite,No,110.0648751
825,4,Suite,Yes,367.3806499
826,4,Suite,No,287.9833412
827,4,Single,No,235.3513611
828,4,Single,No,228.2047682
829,4,Single,Yes,130.5556215
830,4,Single,No,144.886892
831,4,Suite,No,406.8202047
832,4,Suite,No,235.9352848
833,4,Suite,No,327.4457719
834,4,Suite,Yes,110.7926314
835,4,Suite,Yes,96.69058338
836,4,Suite,Yes,181.1806672
837,4,Double,Yes,354.2914993
838,4,Single,Yes,362.9197621
839,4,Suite,Yes,355.6850114
840,4,Single,No,493.0529466
841,4,Suite,No,137.9429571
842,4,Double,Yes,208.1121185
843,4,Double,Yes,283.976668
844,4,Double,No,96.62436366
845,4,Double,Yes,381.5079316
846,4,Suite,No,356.566608
847,4,Single,Yes,103.04751
848,4,Suite,No,323.6878692
849,4,Double,Yes,180.6668484
850,4,Double,No,494.885993
851,4,Single,Yes,62.92149173
852,4,Double,No,116.4453142
853,4,Single,No,356.8786269
854,4,Suite,No,77.56313552
855,4,Single,No,84.5470764
856,4,Single,No,445.6411325
857,5,Suite,No,365.018724
858,5,Double,Yes,168.1769909
859,5,Single,No,89.29432462
